id,name,review_count,category_alias,rating,latitude,longitude,delivery,pickup,restaurant_reservation,price,city,zip_code,country,state,distance,italian,breakfast_brunch,newamerican,pizza,tradamerican,sandwiches,chinese,bars,japanese,mexican,seafood,delis,coffee,salad,mediterranean,french,indpak,thai,asianfusion,korean,latin,desserts,bakeries,italian,breakfast_brunch,newamerican,pizza,tradamerican,sandwiches,chinese,bars,japanese,mexican,seafood,delis,coffee,salad,mediterranean,french,indpak,thai,asianfusion,korean,latin,desserts,bakeries
ir1jLDagZiMaHo7My4oUDg,La Flaca,351,mexican,3.5,40.7165,-73.98763000000001,1,1,0,2,New York,10002,US,NY,177.70898093323174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
Be1Y-vAEMgo7lqL5alXgDA,Taverna Di Bacco,271,"italian,cocktailbars",4.0,40.72191,-73.98768000000001,1,1,0,2,New York,10002,US,NY,617.7038661810121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
fJdfXAVAKpNI-GoLA6U3Lg,Grey Lady,339,"seafood,bars",3.5,40.718893,-73.990238,1,1,0,2,New York,10002,US,NY,469.69488737276816,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
lpLd3AFaMOV7LfPtvUiq8A,Mission Chinese,764,"chinese,asianfusion",3.0,40.71386,-73.98966,1,1,0,2,New York,10002,US,NY,461.95827148266403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
2C1hZNqiWWfQJAIvS9rvDQ,Ms Yoo,119,"korean,cocktailbars,salad",4.0,40.72121,-73.98978000000001,1,1,0,3,New York,10002,US,NY,626.1491136397281,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
pS1yiGPj_8w7O9ZHjj5CNw,Pizza Beach,204,pizza,3.5,40.721340000000005,-73.988731,1,1,0,2,New York,10002,US,NY,589.0060755269037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
uYMimeHJ5XBGkyTrg8GXhw,Joey Bats Café,250,"desserts,portuguese,cafes",5.0,40.72006,-73.99037,1,1,0,1,New York,10002,US,NY,556.4877380979938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
iQB37FNqD_G5_QMrp9ovnw,Jadis,493,"french,wine_bars",4.0,40.7210234741789,-73.9910054106201,1,1,0,2,New York,10002,US,NY,672.1341447183793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
LpSjWO4ZU6rbxGUetRp1mA,King Dumplings,72,chinese,4.5,40.71605,-73.99169,0,0,0,1,New York,10002,US,NY,525.2092624199315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
bT4CDzyhV-frXV6ijvXnvw,Super Taste,551,"chinese,noodles",4.0,40.71513,-73.99341,0,0,0,1,New York,10002,US,NY,679.3516734440931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
bYolHbAgMb-zOHpa41Lp0Q,Nam Son Vietnamese Restaurant,533,vietnamese,3.5,40.71818,-73.994333,1,1,0,1,New York,10002,US,NY,761.1558403043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
AjlmpAQV8W4--y0EksO-9g,Simple NYC,333,"poke,asianfusion,salad",4.5,40.71821,-73.99223,1,1,0,2,New York,10002,US,NY,590.5086070115725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
r5NT8-nV4py2c-mppTKucQ,Essex Taqueria,274,mexican,4.0,40.719741799999994,-73.9877989,1,1,0,1,New York,10002,US,NY,395.7302827166548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
L7_MTRZyYp_i-cnH2CU4zQ,Dudley's,705,"cafes,breakfast_brunch,cocktailbars",4.0,40.71798,-73.99042,1,1,0,2,New York,10002,US,NY,441.5606469033252,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
JCpgDuXd8_rV3GwgiO-rFQ,Farmhouse Restaurant,116,"newamerican,breakfast_brunch,gluten_free",3.5,40.718089899999995,-73.98949,1,1,0,2,New York,10002,US,NY,370.407515286006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
qNVN0dsnl4akLNueEoY-Hw,Gem,29,newamerican,4.0,40.719086700000005,-73.9923073,0,0,0,2,New York,10002,US,NY,623.6784327036356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
eVBVn6bjwl_mMLxN-35_6w,Hotel Chantelle,1335,"french,bars,tradamerican",3.5,40.71843,-73.98909,1,1,0,2,New York,10002,US,NY,345.60011843612403,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
mw0EQ-dO4lUD2q44ASizhA,Rochelles,157,"cocktailbars,newamerican,gastropubs",4.0,40.722386,-73.991958,0,0,0,2,New York,10002,US,NY,838.7015277799852,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
UYTbyrxK5scKZ7GlGkuS5A,Da Falafel Guys,78,"halal,falafel,mideastern",4.0,40.71949,-73.98714,1,1,0,1,New York,10002,US,NY,350.89894299663564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
myLwn2JeeELOjrKNNT62UQ,Devon,29,"cocktailbars,salad,tradamerican",4.0,40.718090000000004,-73.98986,0,0,0,2,New York,10002,US,NY,399.9944740443333,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
OINi1A9bSUUN5vi7xgi3ZQ,Uchu,77,sushi,4.5,40.72172,-73.99025999999999,0,0,0,4,New York,10002,US,NY,693.8698009217981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
uipFunIVqRWwopfEvrscyQ,Casa Mezcal,402,mexican,3.5,40.7179602,-73.9902328,1,1,0,2,New York,10002,US,NY,422.6722029030953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,1002,"bagels,coffee,delis",4.0,40.7196253171697,-73.9895758930263,0,0,0,2,New York,10002,US,NY,476.7315977254481,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
nsnPyoDYc_fYCxZfgKdzmw,82 Stanton,12,"bars,newamerican,burgers",4.5,40.721701,-73.988817,1,1,0,2,New York,10002,US,NY,628.6828398542599,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
i-s1bcKdqQdm6JiVN0JRMA,Yokoya,195,"ramen,noodles,soup",4.5,40.72254,-73.98917,1,1,0,2,New York,10002,US,NY,721.2623880084054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
cSxyJG9bWRXZxafxrtQ2BA,La Isla Cafe,8,latin,4.0,40.71727,-73.98321,0,0,0,1,New York,10002,US,NY,209.98396393703374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
ovOupYdkZOWUeDMOdt--ng,China North Dumpling,304,chinese,4.0,40.7158,-73.9898,0,0,0,1,New York,10002,US,NY,371.85711067071486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
8fn5gUBncPJifhsEKmAejQ,The Fat Radish,547,"british,newamerican,wine_bars",3.5,40.715293924183,-73.99171850368171,1,1,0,3,New York,10002,US,NY,541.3974638376465,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
Uut2fBy53XdIgx1rLWdQeg,Empanada Mama L.E.S,720,"empanadas,breakfast_brunch,burgers",4.0,40.71873,-73.9909,1,1,0,1,New York,10002,US,NY,519.5052306658159,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
duofsxNkSFWVre6eV1uhUQ,Little Sheep Mongolian Hot Pot,285,"mongolian,hotpot,chinese",4.0,40.71764,-73.99504,0,0,0,2,New York,10002,US,NY,803.8972170189818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
QKVOdHaw54-DmYB9Dw2LOg,Parish New York,35,"cajun,southern,bars",4.0,40.720525,-73.988734,1,1,0,2,New York,10002,US,NY,514.6479349139015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
AA54rKcNIMglGhofj0huvg,Deng Ji II,57,chinese,4.0,40.71416,-73.99506099999999,0,0,0,2,New York,10002,US,NY,847.989901825755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
nUpA3sY5b6dynC7aj0eV6A,Rizzo's Fine Pizza,719,"pizza,wine_bars,beerbar",4.5,40.720852,-73.98445600000001,1,1,0,2,New York,10002,US,NY,479.07392599061285,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
uQBlitra7XJTFJPXUGWBJw,Alphonso's Pizzeria & Trattoria,121,"pizza,italian",4.0,40.7143,-73.98172,1,1,0,1,New York,10002,US,NY,412.5637879826567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
sljnE3uoRUmM7aW5f1I3Ug,One More Thai,242,thai,3.5,40.72103,-73.98380999999999,1,1,0,2,New York,10002,US,NY,509.85941207688484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
QSWH-i8I4Rp1mWvXRIaFqQ,Grand Seoul,145,"korean,bbq,buffets",4.0,40.7175,-73.99435,1,1,0,3,New York,10002,US,NY,750.4261106729814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
qOomR3AwClOGpV1HdqOTFg,Les Enfants de Boheme,241,"french,cocktailbars,wine_bars",4.5,40.713618700000005,-73.9888503,0,0,1,2,New York,10002,US,NY,426.00896474512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
hg9XXLb2AeJHJ7eX-6JnMg,Bep Ga,138,"vietnamese,chickenshop",4.0,40.717009999999995,-73.99324,1,1,0,2,New York,10002,US,NY,654.499736653072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
B8uEWQoTILlTNajCmJVOcQ,Mezetto,599,"mediterranean,tapasmallplates,breakfast_brunch",4.0,40.722886378123604,-73.9889362576721,1,1,0,2,New York,10002,US,NY,753.0843004768398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
8EBOj5bMglNI-jRIQvf6wg,Cheese Grille,569,"tradamerican,comfortfood,sandwiches",4.0,40.7219115,-73.9886709,1,1,0,2,New York,10002,US,NY,644.6496380505224,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
flcy6dNr4s12PTv6VtBK9Q,LĒNA,135,"french,wine_bars,cocktailbars",4.5,40.719134999999994,-73.99175799999999,1,1,0,2,New York,10002,US,NY,593.9772639418197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
H_Q1dEqnrz7GzQiArdsrNw,Sauce Pizzeria,44,pizza,4.0,40.7204894,-73.98926999999999,1,1,0,1,New York,10002,US,NY,532.7181240151947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
zpdVhXIouhc8gkBXceCtrQ,Jisu Vegetarian,37,"vegan,vegetarian",4.5,40.716084,-73.995209,1,1,0,2,New York,10002,US,NY,814.3019039271253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
daM8zsje7jdjE6vqEorhig,An Choi,500,"vietnamese,sandwiches",3.5,40.71798,-73.99042,1,1,0,2,New York,10002,US,NY,441.5606469033252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
P6mNpH4eBPA-42Z0PFEqtQ,Regina's Grocery,48,"italian,sandwiches",4.5,40.715472,-73.991795,1,1,0,2,New York,10002,US,NY,540.496218369285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
Q3xTM15H8fRH8wv9PD8weA,The Metrograph Commissary,40,"newamerican,lounges",4.0,40.715103000000006,-73.99117199999999,0,0,0,2,New York,10002,US,NY,507.8394297761197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
COVGkASgKQ5aqIGn9evmgA,Arancini Bros,45,italian,4.0,40.718596999999995,-73.98815400000001,1,1,0,1,New York,10002,US,NY,311.1238324726598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
fcCF0Kh_RCbv6KSVlb-Seg,Sticky Rice,370,"thai,cocktailbars",3.5,40.71798,-73.99042,1,1,0,2,New York,10002,US,NY,441.5606469033252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
rkeH5HJIuX7ZcOaYNum9xA,Wu's Wonton King,265,"cantonese,seafood,dimsum",3.5,40.7139415501646,-73.9899386554248,0,0,0,2,New York,10002,US,NY,475.8087802394257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
rPTtQ-FO_F9tMJDl3m50Bg,Tijuana Picnic,312,"mexican,bars",3.0,40.720763399999996,-73.9873657,1,1,0,2,New York,10002,US,NY,485.5235355050052,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
XpgquUrYWa-URbgi-3pykg,Patacon Pisao,367,"venezuelan,sandwiches",4.0,40.720379,-73.987588,1,1,0,1,New York,10002,US,NY,452.01603335669387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
4qtJ_u-7-73ts5UPa6NBmA,Ni Japanese Delicacies,45,"japanese,delis",4.5,40.7185896,-73.98815429999999,0,0,0,1,New York,10002,US,NY,310.5616479327763,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
_Rpp6IgpkE_UuRsmr4iSaA,Tiny's Giant Sandwich Shop,488,sandwiches,4.0,40.7195,-73.98699,1,1,0,1,New York,10002,US,NY,345.7790494586196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
DggqVM54aBZG4XMmUCY2Og,Rabbit House,19,"bars,japanese,asianfusion",4.5,40.71626,-73.98955,0,0,0,3,New York,10002,US,NY,347.5005178374244,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
u5Kjydmh63lhOv1s1xZEUw,Kuma Inn,389,"filipino,gluten_free",3.5,40.71949,-73.98892,1,1,0,2,New York,10002,US,NY,426.7577785670826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
iM_iGK22awAUWveNbX9j9w,Biga Contemporary Pizza,83,"pizza,italian",4.5,40.72123,-73.98408,1,1,0,2,New York,10002,US,NY,522.9976234873317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
hRZyaQ80R9s9ztEBDJqiuw,Essex,1994,"bars,newamerican",3.5,40.7196975497428,-73.9873982202378,1,1,0,3,New York,10002,US,NY,376.14852408952436,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
rksFeEbHSX4AON99nLVbMA,Cibao Restaurant,105,dominican,3.5,40.719159999999995,-73.98484,1,1,0,1,New York,10002,US,NY,290.7429166449955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
x7hsZRd_MyrUgAW91FM9qA,Benson's NYC,388,"newamerican,breakfast_brunch,burgers",4.5,40.7218302,-73.9866963,1,1,0,2,New York,10002,US,NY,596.9120505069733,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
bvba7OYmEvcO8kOEez35gw,Charles Hanson's 169 Soul Jazz Oyster Bar,446,"tradamerican,divebars",3.5,40.713838,-73.98976,0,0,0,1,New York,10002,US,NY,471.6462482388429,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.088,0.071,0.073,0.043,0.066,0.162,0.063,0.051,0.043,0.03,0.03,0.038,0.028,0.015,0.02,0.008,0.025,0.018,0.005,0.013,0.028,0.04
